	42MGBA_CENTRAL_NERVOUS_SYSTEM	8MGBA_CENTRAL_NERVOUS_SYSTEM	A1207_CENTRAL_NERVOUS_SYSTEM	A172_CENTRAL_NERVOUS_SYSTEM	AM38_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	GI1_CENTRAL_NERVOUS_SYSTEM	GMS10_CENTRAL_NERVOUS_SYSTEM	GOS3_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM	HS683_CENTRAL_NERVOUS_SYSTEM	KALS1_CENTRAL_NERVOUS_SYSTEM	KG1C_CENTRAL_NERVOUS_SYSTEM	KNS42_CENTRAL_NERVOUS_SYSTEM	KNS60_CENTRAL_NERVOUS_SYSTEM	KNS81_CENTRAL_NERVOUS_SYSTEM	KS1_CENTRAL_NERVOUS_SYSTEM	LN18_CENTRAL_NERVOUS_SYSTEM	LN215_CENTRAL_NERVOUS_SYSTEM	LN229_CENTRAL_NERVOUS_SYSTEM	LN235_CENTRAL_NERVOUS_SYSTEM	LN319_CENTRAL_NERVOUS_SYSTEM	LN340_CENTRAL_NERVOUS_SYSTEM	LN382_CENTRAL_NERVOUS_SYSTEM	LN428_CENTRAL_NERVOUS_SYSTEM	LN443_CENTRAL_NERVOUS_SYSTEM	LN464_CENTRAL_NERVOUS_SYSTEM	LNZ308_CENTRAL_NERVOUS_SYSTEM	M059K_CENTRAL_NERVOUS_SYSTEM	NMCG1_CENTRAL_NERVOUS_SYSTEM	SF126_CENTRAL_NERVOUS_SYSTEM	SF172_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF767_CENTRAL_NERVOUS_SYSTEM	SNU1105_CENTRAL_NERVOUS_SYSTEM	SNU201_CENTRAL_NERVOUS_SYSTEM	SNU466_CENTRAL_NERVOUS_SYSTEM	SNU489_CENTRAL_NERVOUS_SYSTEM	SNU626_CENTRAL_NERVOUS_SYSTEM	SNU738_CENTRAL_NERVOUS_SYSTEM	SW1088_CENTRAL_NERVOUS_SYSTEM	SW1783_CENTRAL_NERVOUS_SYSTEM	T98G_CENTRAL_NERVOUS_SYSTEM	TM31_CENTRAL_NERVOUS_SYSTEM	U118MG_CENTRAL_NERVOUS_SYSTEM	U178_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	U343_CENTRAL_NERVOUS_SYSTEM	U87MG_CENTRAL_NERVOUS_SYSTEM	YH13_CENTRAL_NERVOUS_SYSTEM	YKG1_CENTRAL_NERVOUS_SYSTEM
P0	2.00259100220573	0.8334104621193669	0.2629543739850171	0.0	0.1718124260701934	0.48089617551327146	1.932487767272672	0.10103192618702482	0.4857378144265264	0.5015229595568405	1.3641640647422855	1.01807107201135	1.3228399134027995	0.0	0.3652614701891876	0.613076837735577	0.6375259871127857	0.0	0.0	0.4214465729881241	0.20686364664990955	0.0	1.3921954263261258	0.4464900773356083	0.38931623003379445	0.46541295495498436	0.0	0.351137189323929	1.1484853189933564	0.31623643680544666	1.3354539000900327	0.0	1.8502941562451436	1.3414287517162393	0.44342712575523285	0.93406768466991	0.17697381642188686	0.5907637378597304	0.0	0.5969512983710752	0.16964156556983445	0.0	0.02880397653631707	0.3307211865618332	0.9785382352999509	1.0156294300587747	0.6809494764514986	1.0117519089914349	0.9178831567377731	0.9658589007409465	0.6621583305785924	0.0	0.0	0.0	0.778607497033503	0.19465929790025685
P1	0.0	0.24579693270296116	0.3114837818208885	0.17099809464986204	0.05644654112310754	0.0	0.0	0.26820475505000674	0.0	0.3951967663042007	0.006885451149495676	0.04574066272742011	0.04433560028361931	0.022257957975056798	0.2268454280716235	0.0	0.027986413199652754	0.08693710450432297	0.0	0.2180108280402918	0.0	0.0	0.1536413271414286	0.08692504621884332	0.12099272937690887	0.0	0.14701006541384468	0.03317020700483641	0.0	0.26186747499183133	0.0	0.8507853607365847	0.39473407976898156	0.0	0.12138037686052125	0.0026891879200355248	3.2584088329189114	0.11671893691940569	3.4349761846278115	0.0	0.0	0.16925285184897965	0.0	0.0	1.5157031394549065	0.0467298853012887	0.05302187278896247	0.11914356829153094	0.09138703123968432	0.0	0.0	0.0	0.0	0.0	0.0	0.0017394597889251987
P2	0.0	0.4115578606319521	0.0	0.04987985745582219	0.0	0.09241889457233383	0.015984142598064386	0.4222184276487123	0.0	0.0	0.954737354116938	0.3501590198921854	0.21810064233482576	0.4305819661646106	0.0	0.0	0.43172753143350334	0.0	2.349992916915677	0.1051061530495552	0.36775597668706256	0.08737299410375034	0.14774657375236816	0.33599683020469123	0.15633083923337104	0.34033748404191194	2.6412712044856286	0.12400727878074193	0.09076184783021357	0.3838976464141426	0.033638927929780085	0.3340964357192251	0.41367402641463463	0.0	0.3532588127358227	0.0	0.0	0.015678439578592787	0.41136389631780346	0.0	0.23125971220120248	0.0	0.0	1.1023465445317893	0.0	0.0	0.07447602522936898	0.0	1.3128161673490648	0.0	0.0	0.7691072679072236	0.0	0.0	0.0	0.4541761011536914
P3	0.0	0.22543766837458992	0.22321133872284396	1.2048695787092294	0.0	0.6664329692167896	0.16354966591021924	1.0617933948013074	1.9009033997989	0.19417848517359884	0.0	0.0	0.002340126871849936	2.5047978244728797	0.8545131906782363	0.2050806407285098	0.4637151414991306	1.9927487844736589	0.0	0.5664243192794906	0.8675140673409008	0.48743245626597637	0.0	0.17679024211295474	0.8251637423045127	0.5581760807989272	0.0	0.7045423983774884	0.2812492292931013	0.8979763670107574	0.0	0.19307490863979362	0.0	0.0	0.3658378178656552	0.1505063022693153	0.0	0.20899294606709617	0.0	0.4969676534254551	1.1440743571540049	3.7645672889292583	1.9901291230307032	0.6895847620774734	0.462154586127838	0.5101003175650303	0.242765870983817	0.6148606361110217	0.0	0.0	0.5318361824293915	1.1145379821112038	2.345015353311989	0.1818942261110515	0.61423804638677	0.523543547402162
P4	0.0	0.12245193533795289	0.8408895984512975	0.9466071304606555	3.0767509761838414	0.0	0.0	0.0	0.0	0.5343659975862568	0.19702412562242277	0.3344316394023611	0.0	0.029765727330941433	0.34532691897662965	0.13781486111823615	0.0	0.3710346610624845	0.11187489068910055	0.1246103950944104	0.0044890753882681	2.023399235720677	0.26611106922938926	0.07337836953025274	0.3129396029909532	0.07052278633165235	0.0	0.21211932397748884	0.0	0.0	0.5997768642830804	1.6563614644217124	0.0	0.18260576453830737	0.13043713361497647	0.4241722063134706	0.27667258721848376	0.6399785022306701	0.0	0.12110588399954332	0.0	0.0	0.0	0.0	0.0	0.0	0.047263707709072574	0.0	0.0	1.02713751778509	0.9637139135605416	0.0	0.19586770131999387	2.568513747674226	0.11533853035086762	0.020865450445715437
