	N	Location	Scale	Degree of Freedom	Shape
SAMD9	56.0	2.3803730959982197	0.8716957206459599	2344206.5898569208	-1.0897740728501768
SAMD9L	56.0	2.491212267421715	1.1341216285865188	4.85116556131363	-1.3650667765206155
SAMHD1	56.0	1.9586512577158652	0.8216774396963394	6.6091608831506345	1.961097103316713
SAMM50	56.0	3.3312245278957766	0.47440776734210244	4355375.189523403	-1.1325210982185125
SAP130	56.0	2.655207346488366	0.42817757178543614	6107194.801061882	-4.833782273632663
SAP18	56.0	2.9988290954041283	0.3574147945815132	10.886608348875063	1.0117353385154826
SAP25	56.0	-0.5698099479459549	0.7194418257199005	2613795.9533525426	1.3070176177477846
SAP30	56.0	2.720863775250365	0.4439019102793962	78157.49696441827	0.3603647246348589
SAP30BP	56.0	2.5350653533308734	0.2934595347862469	298233.796383945	0.30868334259851404
SAP30L	56.0	1.438304511587961	0.4164272890459725	3139797.618540535	0.3927768294783921
SAPCD2	56.0	2.11529934721084	0.652544295030226	2432134.809084082	1.0693397612795237
SAR1A	56.0	2.54598418370592	0.392752038245782	14.381534005927133	1.763632707978783
SAR1B	56.0	2.152926287238571	0.25514766121344645	3059646.3480566763	0.6049778257208009
SARM1	56.0	1.9653783239803018	0.552194548183025	2.1599712732204535	-3.405731559345771
SARNP	56.0	1.6456991853095255	0.4201982302423044	1510267.7816476608	-1.2886926115603554
SARS	56.0	3.5791875294935265	0.5972819847504187	1285830.2206837148	4.85322241591125
SART1	56.0	3.1357308740086394	0.39841622480660677	4305218.965347607	0.9049300257279663
SART3	56.0	2.5889926027841343	0.304252032210968	2811058.439950279	0.8304951447894566
SASH1	56.0	2.105884435006077	0.7386418867133178	2.2851081827096174	-1.5753937270228877
SASS6	56.0	1.9253375583445536	0.5913989001388739	9.828326671315342	-1.4587004323076216
SAT1	56.0	2.749234174937005	1.1980670692156687	4753147.294298441	1.6295472961191244
SAT2	56.0	3.879670881981351	0.6257320865352813	4235885.117624018	-2.7378029369899686
SATB1	56.0	1.689221442167579	1.85970434713278	4.128174179543642	-10.79077011669827
SATB2	56.0	1.3596375352446244	0.3914519843311679	4.263846074881064	-0.3735465444972318
SATL1	56.0	-0.3851226615897169	0.3567146659826002	6.849669009311159	-1.621245324930427
SAV1	56.0	1.7436074066125737	0.6772531676835645	5565008.308665551	2.467420209413234
SAYSD1	56.0	1.6582345200493842	0.4955976231096598	4057701.723143909	-3.067924993323251
SBDS	56.0	4.76390010349337	0.6675052854600032	3116324.6463134848	-3.2602404564365477
SBF1	56.0	3.279728632186033	0.4732150250226718	3253551.11544035	-1.8904393821113015
SBF2	56.0	1.7658114002184577	0.2668579098718928	8.053409985930674	0.6322511818456515
SBK1	56.0	-1.339706968848968	1.3095855254406392	315448.4444785451	-0.2619664740761781
SBNO1	56.0	2.2669330950601148	0.2696829321571209	5.379734830294088	0.9467000870444389
SBNO2	56.0	3.0246404428997398	0.5389402599948225	22.483954593191186	-1.8172725405630468
SBSN	56.0	-3.3307235268641415	2.8673211360079396	36.43946639479494	2.4697075072222487
SBSPON	56.0	-2.373260408035387	1.6766901491141135	6.983329633886307	5.546463813755318
SC5D	56.0	2.6173226837926626	0.41710528643524375	2.6071785253463413	0.5487686845877588
SCAF1	56.0	2.970474147417006	0.1683246110818295	7.140091940265153	-0.5334162942443645
SCAF11	56.0	2.238238433885538	0.22112936503402691	5.045926830383983	-0.05831134121742315
SCAF4	56.0	2.256804461635044	0.2984559382880215	48.98725411694218	1.3956909796628216
SCAF8	56.0	2.443160535986798	0.3634086008802916	2641459.40544676	-1.7775782202320363
SCAI	56.0	-0.0699266453020159	0.5334328972920802	3290647.3697395064	1.1014567392807606
SCAMP1	56.0	2.577447819526574	0.5278316104815485	1593328.8041597512	-1.6519419076830464
SCAMP2	56.0	3.1544692292219945	0.2765239162377253	201241.2807661246	-0.03131763382478374
SCAMP3	56.0	3.708130429354836	0.3385885889460189	8656025.795456238	-0.40332903161598416
SCAMP4	56.0	2.9997626538151314	0.29932264568851275	5827628.131054699	0.2682803196042539
SCAMP5	56.0	2.1331986920504207	1.8290310585277345	15.510566612045862	-3.094484170665214
SCAND1	56.0	3.2715550801123934	0.43033501916706296	2914155.4646448046	-1.3780493532266669
SCAP	56.0	2.4249040837923443	0.394607718511724	3097281.188879084	1.7107990321140862
SCAPER	56.0	1.0643704154328484	0.34157956690876373	13.516686453516606	-1.1492129378375084
SCARA3	56.0	3.8802481796130284	1.1370923408784446	2.67389592908538	-2.1142473833269775
SCARB1	56.0	2.821129987210453	0.9715335619719295	27.29974778235541	-1.1493489810692759
SCARB2	56.0	4.527326686089704	0.6917347977544501	5237206.116673313	-2.7572380784958392
SCARF1	56.0	-2.530588651925437	1.0539285874577597	5.9815202552012625	1.2198493506274342
SCARF2	56.0	2.932193671919828	1.3187728414828142	3.7543592644012858	-5.0484203168353226
SCCPDH	56.0	3.637492094103086	0.4631954154620509	2.586157756286359	-2.5655108066362198
SCD	56.0	4.9448405587821185	0.8480247131258294	2331128.852514047	-0.3422886205077845
SCD5	56.0	2.543192734563073	1.2007040087683216	6875532.125650372	-1.5745070698263945
SCFD1	56.0	2.1522465679277065	0.5313300436081059	2738323.6275146343	3.008808689004698
SCFD2	56.0	2.178302050628104	0.3778732497196878	8.79261168954207	-0.8063014644060927
SCG2	56.0	0.021320113187764448	2.2692924283706084	8.797017501621866	1.1420206752139674
SCG5	56.0	4.406839774857538	3.4076065388678356	5365194.410103075	-5.6870656229818355
SCIMP	56.0	-1.2789613508621958	1.0626041507439656	14.722461647485058	-8.960114338139263
SCIN	56.0	-4.326514875907444	2.0760990085862487	7.913146774107181	7.33478871798107
SCLT1	56.0	1.2666215024148597	0.44086913316750986	12.3216046484051	-1.858281581692803
SCLY	56.0	-0.23742758654126436	0.4780100546048347	4.246593866263423	-0.9296853688875002
SCMH1	56.0	2.717296292788265	0.4312481993989722	8.021832668770067	-2.6887669374507457
SCML1	56.0	2.3734616697676953	0.3806208802850992	1.8190890192858666	-0.5979442877573684
SCML2	56.0	1.1367567127281	0.6419940211862274	3.4276807709437658	-1.8032102772223053
SCN1B	56.0	2.14156285119865	1.2325233907169508	3.307697843601405	-4.539021757507778
SCN2A	56.0	1.1178080416982876	3.5200210599040584	518705.693819379	-7.179013403563923
SCN3A	56.0	-3.642173105929518	2.4953215299148725	1079896.0953698577	1.6361333858657228
SCN9A	56.0	0.9025122924541842	2.788709292616452	3476158.5559943207	-2.1348747329115767
SCNM1	56.0	1.9738574273080918	0.6349983022374482	11.511073138354632	15.688922681638367
SCNN1A	56.0	-2.039956371286289	1.8379983579369354	3875853.8019589074	0.6506713704343752
SCNN1D	56.0	0.8394343094255747	0.9279213266095205	2206843.0014081355	-1.7969647964515296
SCO1	56.0	2.812134554364584	0.30923003243843833	6.448933544077141	0.3253604270277027
SCO2	56.0	3.0719105459047746	0.5229808328703358	4787438.564278292	-1.9876796578704523
SCOC	56.0	2.598235371568294	0.47190346601575117	4000485.885630194	-1.7967562270092663
SCP2	56.0	2.1850611459110088	0.3697262658933324	8.646962438007908	1.7932313615841502
SCPEP1	56.0	4.183754116200215	0.5974984748809894	3774330.3976610787	-1.3477989498972218
SCRIB	56.0	2.680807319212442	0.3336587787362343	26.384127484601073	0.8955508679659206
SCRN1	56.0	4.495391684911963	0.4258762346844197	3.0753443970070853	-2.364653414057946
SCRN2	56.0	3.4081193670603143	0.9501882578111761	1839751.0000837906	-4.38324610275796
SCRN3	56.0	1.4941693988760734	0.44106638447007607	1305770.3778557433	1.3207167426421056
SCUBE2	56.0	-2.6882994768743074	1.319657294198422	6035487.02304589	0.6757576454608193
SCUBE3	56.0	-0.9551901092342518	1.463206138320809	3.871586077892447	0.14081454088725281
SCYL1	56.0	3.7041879173414145	0.36901352154983325	7035118.707604013	-2.3057222030792843
SCYL2	56.0	2.6190341096012437	0.31959144339060797	3975019.849135224	-1.0849169004303425
SCYL3	56.0	0.8002722895463168	0.3789873014260464	16.973047208071563	1.9581285300598612
SDAD1	56.0	2.8741008879964793	0.24882826410655226	7.623700308118515	-0.2596108356285972
SDC1	56.0	3.4424048531419222	0.677373245881798	10.539016269610794	0.11057220952790346
SDC2	56.0	3.9721242341295215	0.962005041933892	2.6461239989521297	-1.2118180644163798
SDC3	56.0	3.147663138328656	0.5943572000648949	1.6029197703795681	-0.722388503511304
SDC4	56.0	4.8987728057828175	1.0126232332181018	16.367500363643124	-2.334554545243174
SDCBP	56.0	3.656298561637034	0.4527018550065026	6.18188917676056	0.7268739420099821
SDCBP2	56.0	0.11891034979479466	0.7922723658564308	5.733767457624166	-1.1909084005609798
SDCCAG3	56.0	2.52331758263009	0.3823396272179366	6641892.56539535	2.62679661084287
SDCCAG8	56.0	1.585267101410941	0.5023367770990459	5549629.017109593	-1.7339672572976994
SDE2	56.0	1.9193989130866724	0.4113116417542808	3666293.6698132567	1.9949138666166204
SDF2	56.0	3.0804374123675995	0.40344973872605056	219.32219917943323	-1.6256526162747278
SDF2L1	56.0	3.038825949437609	0.6442813264748783	9.290280390792132	0.7957557863136138
SDF4	56.0	5.221006426122299	0.7484780465316501	5038103.272447307	-9.526266937753444
SDHA	56.0	4.213002128173592	0.35288799867923576	14.078309877482617	-0.23958226314548273
SDHAF1	56.0	1.7486926631486162	0.2648497958581243	3.7899674358038355	0.4715922090745953
SDHAF2	56.0	1.2436458777517878	0.5455502124374924	6.650792334913987	-0.3294866294177418
SDHB	56.0	3.255806880706336	0.37471349655546704	7.069785495875156	0.7697245869546261
SDHC	56.0	3.9584513146674265	0.23793057441401677	5.362493033483103	-0.44347014318038186
SDHD	56.0	3.6057334158551395	0.3744325645813691	5.476210136191387	-0.6055335730048274
SDR39U1	56.0	1.9046103800400735	0.5187614893937695	2220743.9922627155	1.3656878952158158
SDS	56.0	-2.277785117381579	0.7691838478985116	3.6364993955259335	-0.3550129932487702
SDSL	56.0	2.471569025307496	1.0420203549033755	5039404.56090311	-4.2195225294658565
SEC11A	56.0	4.327835625914467	0.2303625455484783	7.755600061242107	0.2314078952639031
SEC11C	56.0	1.735311167775904	0.7146538688914956	9328448.72354329	3.2045405019817004
SEC13	56.0	4.336137325968622	0.39182220742810425	3001401.091890525	-1.494875319161693
SEC14L1	56.0	2.933841184144798	0.37173517886844504	5.164594825730818	-0.004197874521851141
SEC14L2	56.0	1.5172610512040197	0.694359087422711	1077080.3159606652	-0.019126202470236713
SEC16A	56.0	2.2378387795152377	0.3072142547727219	34.47380939764608	1.3846365584043177
SEC16B	56.0	0.5560385316898949	2.259603035878559	5344330.883299969	-4.6463173803428575
SEC22A	56.0	1.5136979625681821	0.35201058547117414	4702896.804695633	-2.03551907992638
SEC22B	56.0	3.8499597546239688	0.2801737172260881	3.878020136549003	0.054556088828905905
SEC22C	56.0	2.5315704091696736	0.3392844567894071	16.958235812943048	-2.368921917706376
SEC23A	56.0	3.351636326872238	0.45295501103526803	5.574202300380945	-0.45703688323966385
SEC23B	56.0	3.247561042362632	0.29966074034389456	9604620.189043	0.08202032069033996
SEC23IP	56.0	2.552864871725247	0.26947451257774624	61.4536764864183	-0.15021342114242814
SEC24A	56.0	2.398012353566667	0.34215035114117986	3871.0891455977003	-0.13540688672924706
SEC24B	56.0	2.310475046871588	0.25876365132269896	1886327.837860467	-0.5416597343491751
SEC24C	56.0	3.4839046450957687	0.26822116969622595	5.9067509034998285	-0.6043225792599993
SEC24D	56.0	3.3161582405926104	0.609871971807711	4.4966482559527865	-1.8807389112049102
SEC31A	56.0	3.838661683294034	0.5210108047034612	4437846.945969256	-2.2660177422280428
SEC31B	56.0	-0.049229553241530714	0.8292668315686327	2486341.4016338345	1.0210996046009653
SEC61A1	56.0	5.132590239470664	0.28358759570720415	4965199.320630409	-0.7357189678668786
SEC61A2	56.0	1.3560724360035796	0.4219878120531309	7377871.674664825	-0.010340136346215143
SEC61B	56.0	4.00238246527228	0.3597292157163229	3444802.970197363	2.401914448254469
SEC61G	56.0	5.097744657720909	0.2500969053286708	2.1701838716218704	0.10697108799146468
SEC62	56.0	3.4980549670010195	0.4306633387422314	4966810.443561442	-4.421026848670385
SEC63	56.0	3.24242050579376	0.35351829832379034	10.523364104509175	-1.9602933533219458
SECISBP2	56.0	1.8915079320947763	0.43502341415955836	6614711.964036824	-4.689462084962228
SECISBP2L	56.0	2.2612014015111006	0.3356150784415205	8.883474443244605	-0.14293650357102763
SECTM1	56.0	-0.12509401302650644	2.074620859806199	5744383.92746488	0.06806069252940279
SEH1L	56.0	1.7127291990878795	0.384079379164557	19.82080720206869	0.4351156452289867
SEL1L	56.0	2.9958540776584535	0.35114401226923464	1283477.629177743	-0.05068285086200469
SEL1L3	56.0	2.333692640105063	1.5375436932328927	41.83499716370282	-0.08884950797935079
SELENBP1	56.0	2.6598492943805665	3.526889814079318	3224789.2051052065	-5.725094343257025
SELL	56.0	-3.498361204288905	2.5026826302832386	2826246.7055859044	1.8787836051122107
SELPLG	56.0	-0.6760546359940294	1.0388217326610352	5876025.642928921	1.4826630830734493
SEMA3A	56.0	3.4887229100097388	2.2217015585084186	38.10949257559932	-4.7829225420668715
SEMA3B	56.0	2.1568465932511307	1.1164784249288715	5.347943604751745	-0.6921341872790481
SEMA3C	56.0	4.760512138630814	1.6680039084767473	4.033322632783557	-4.262804946756321
SEMA3D	56.0	-4.907183180520496	4.026466273905103	9571354.491389647	9.584316980668135
SEMA3F	56.0	2.265452817619983	2.7858882062230284	4990651.695736773	-2.1015390834094703
SEMA4A	56.0	-2.2488282442659226	0.8281675476681727	5.078053708821379	1.1404527544319834
SEMA4B	56.0	2.960401448536911	0.9331917675746187	16.504172345405284	-2.5124392732229417
SEMA4C	56.0	2.678809027082676	0.6619764302936049	1751745.1278136875	-3.1407692404635434
SEMA4D	56.0	0.8974914754763745	1.6576290037614494	6483128.6884859875	-6.226648752339733
SEMA4F	56.0	2.4501989842273186	0.49908925951499344	4.024105660723822	-2.1028430683118726
SEMA4G	56.0	-1.7854275692814652	1.2071355083665773	1565797.7063026014	1.2473897886193064
SEMA5A	56.0	1.6726831367751682	1.953977191266486	9.13171241259583	-0.3758705438235067
SEMA6A	56.0	-2.782634730322009	1.6754572342546545	12.10967517138154	2.794884095325826
SEMA6B	56.0	3.3060136279318133	2.720848020310317	3627931.8606995977	-9.199139216946058
SEMA6C	56.0	-0.5114129217259271	0.6378197578655898	5.514293438864222	0.46401499431745996
SEMA6D	56.0	-1.2477829103204459	2.4507732411603076	5471257.94033321	-0.1625696222156578
SEMA7A	56.0	3.8002262541664553	2.4245998428577202	5856211.137115411	-4.184954865456508
SENP1	56.0	2.0305667937799345	0.27679181567477973	5.464299126316191	-0.6769174097866213
SENP2	56.0	2.1168496947027733	0.26303628490879294	3.973172082458876	0.25212456617585444
SENP3	56.0	3.6589806122915993	0.3636807170717803	594297.554049169	-1.5395960972457727
SENP3-EIF4A1	56.0	3.8655413629794757	0.36171901747747576	2077184.4713313708	-1.4791718880919436
SENP5	56.0	2.2730769104387942	0.40620322454250163	4498262.849589374	-2.643005424526594
SENP6	56.0	2.4289427955124343	0.38065853103157743	2188129.0718659516	-1.480622717637991
SENP7	56.0	1.7181135894790338	0.6600922334913555	5483775.610534333	-2.970335708216183
SENP8	56.0	0.1436451418282465	0.3474698053439438	98831.47388180258	0.36899522570705967
SEPHS1	56.0	2.696287351405661	0.41330227832893185	2130133.1822884176	1.1527562165247347
SEPHS2	56.0	3.1061142737042706	0.36945040327134226	7.253331644165786	0.8649046036224571
SEPSECS	56.0	0.9037670544633551	0.5598476013115605	2896697.2869636677	-2.3469958620388853
SEPT10	56.0	3.6317124998532386	0.7284770837986307	2650137.551834915	-2.121488291684974
SEPT11	56.0	2.9173189930911967	0.5929229056750769	14.15140767897429	0.8913092878427462
SEPT2	56.0	4.850876477108663	0.45364083573652153	13577923.83489488	-3.0047889253343474
SEPT3	56.0	1.485197911283855	2.775040022695518	6554362.903761052	-3.6725025873628767
SEPT4	56.0	1.9753477111432711	2.3886685551597857	8.165971930610127	-7.42397363683465
SEPT5	56.0	2.7044152605962006	1.3794950607881062	42.50971676751472	-4.800218149189096
SEPT6	56.0	2.0126468669579864	0.7481733037296332	3.1961118496554235	-1.986690715363666
SEPT7	56.0	4.138040336518393	0.39191375775229537	6934261.974505279	-1.8118234873776038
SEPT8	56.0	3.038195395760869	0.3467189203376518	21.230047729018896	-1.102340297692857
SEPT9	56.0	3.8362472960859515	0.6365503694667201	3376244.217625973	-2.7117701627737816
SERAC1	56.0	0.14238163347271418	0.5690627248510671	7.045467849209686	1.2973643323636248
SERBP1	56.0	4.015427119690564	0.26340392303003113	7.208716477587554	0.4171086157291961
SERF1A	56.0	1.9567818432230306	0.5953198377800106	9.195172677068449	-1.9935780668561855
SERF1B	56.0	2.1057470172085924	0.6262742256624935	14.700276085196858	-2.3294529251591882
SERF2	56.0	4.603680352153179	0.4893763697886109	3027926.27775436	-1.6156581202490825
SERGEF	56.0	1.580213938392788	0.48581416765710794	10.341241345267163	-1.247100276978116
SERHL2	56.0	0.6464952784691874	0.54832305231728	2873078.1353584565	-2.423592837009802
SERINC1	56.0	4.640373619514609	0.5758427833259715	4127790.044899238	-2.4226469006202302
SERINC2	56.0	3.925394426872186	2.3471092767159454	1004825.4394228256	-4.419807465411512
SERINC3	56.0	4.324808403888477	0.431305379372918	12.259145275568322	-2.297092075190847
SERINC5	56.0	1.0324798466831762	1.1210377355941934	3454434.845239889	0.6843737985171747
SERP1	56.0	2.7131557649180515	0.4750367346651667	4514216.447206292	2.085275288942361
SERPINA1	56.0	-0.15152837896526475	1.6711516038094298	30.91435473803905	-0.5755296731874497
SERPINB1	56.0	3.1107754250637916	3.043996316492249	5064454.836507507	-9.339064017601682
SERPINB5	56.0	-2.8932087988969917	0.4352900641404813	1.2182636104879871	0.7475858578527815
SERPINB6	56.0	3.3132104230298145	0.24367145853454095	2.3352901013440173	0.04911370710569201
SERPINB8	56.0	2.3348571103496494	0.7297167148556141	4753618.9277156135	-1.626840246031879
SERPINE1	56.0	6.858239238763874	2.8006920945854272	5170083.002513729	-3.9790886534527674
SERPINE2	56.0	4.891220900713494	1.6328649144674454	1225549.3108622776	-0.6204882531855402
SERPINE3	56.0	-0.7583556891900507	0.5152211309243133	7.701461529903626	-1.8384474999619562
SERPINF1	56.0	-1.5193019997395116	1.2694236456325978	3.8227997556653452	11.608032478582146
SERPING1	56.0	-3.578781062237973	2.444898763542736	736153.8877993757	1.386553429422071
SERPINH1	56.0	5.126618804157303	1.0646700268047358	7.165335318939437	-1.1484103976898947
SERPINI1	56.0	0.005622321784803486	1.2897041768362598	913507.3848343873	0.22224289925508123
SERTAD1	56.0	1.6082659413645215	0.5789600008653808	4952255.9034853745	3.436412101055634
SERTAD2	56.0	2.117301364904855	0.4031304074614597	1090064.6672002324	0.020300294621952895
SERTAD3	56.0	2.210319507472904	0.3459438099759495	585.5810400024486	-0.3130180269861057
SERTAD4	56.0	2.4020660846433786	1.790680573981584	4.527457024253829	-2.6408111394667313
SESN1	56.0	0.35179670720605993	0.7229446741494403	12.974287513056113	3.4838708529509974
SESN2	56.0	0.9784825167282846	0.9101862040972605	1653430.3606978897	3.2786124300909396
SESN3	56.0	3.102680559315928	3.3567779074694393	7016691.233158438	-6.639211966430148
SESTD1	56.0	1.246071708061042	0.46678298586345657	6.494427384083816	-0.7659447410419982
SET	56.0	4.588799882065905	0.28806946451182863	10.171040369161897	0.9687179078646224
SETBP1	56.0	1.6776431464873336	1.3543337075653143	3.8299173898016	-5.597633437482022
SETD1A	56.0	2.076054068020238	0.3308898355578178	8.175473796355789	-1.0468887407396985
SETD1B	56.0	1.3531358625316325	0.3359233630025641	3175641.912756271	0.6779170941368409
SETD2	56.0	2.626476810007925	0.32258939201186443	659043.3821707494	-0.8318228127015359
SETD3	56.0	2.4011046385171353	0.32121920982073987	6.386885097079335	-0.07867135311267565
SETD4	56.0	1.684038021853681	0.4134309964731182	91.18362039901731	-1.9283406433605528
SETD5	56.0	2.6875195769492968	0.2680117102632028	5667702.878669776	-0.15349036138756966
SETD6	56.0	1.616113057241515	0.4891821904714597	3.668091028699066	-0.689917295499729
SETD7	56.0	1.8912523447079816	0.3612752961443567	4.303008879058488	0.7923143234707228
SETD9	56.0	1.333189657539067	0.7192687282525727	2775930.9898122586	-2.058529011960944
SETDB1	56.0	2.1599811476354756	0.3548219078509176	170449.8908199342	-0.31595442523115025
SETDB2	56.0	0.5981911908284079	0.4374598672115678	3.0240181319330155	-0.2648268525873213
SETMAR	56.0	1.0539683223754701	0.4383909410650942	93.57954860184688	0.8691544925778298
SETX	56.0	1.8731251118810393	0.4483429362713326	3091667.6106876098	1.9879842389743256
SEZ6L2	56.0	3.3307014104359767	1.2985103136793943	6.240944517054881	-5.275466496431413
SF1	56.0	3.690201710677706	0.2893654866904217	7.27367482185144	1.5447907830253964
SF3A1	56.0	3.0551005315284243	0.43061801578586895	10100398.964141592	1.4607864697969188
SF3A2	56.0	3.14053633016715	0.5063027392938337	2977601.1104445057	3.8985687024870463
SF3A3	56.0	3.000491516534823	0.44207915914021056	3240546.249027133	2.5853817374538313
SF3B1	56.0	3.9641898266636666	0.31354905157068824	3197183.3300504377	-2.522086036222346
SF3B2	56.0	3.839238413780464	0.41618353173919204	8948498.094934866	3.098398513305241
SF3B3	56.0	3.4357558768966974	0.2850623229829497	12.704887092223393	0.6308714832167777
SF3B4	56.0	3.517849704432172	0.34400246906252974	33.86282639305543	0.5122384551642845
SF3B5	56.0	4.631208501348158	0.4986177532487419	1468958.3782916102	-4.67050852649904
SFI1	56.0	1.0250125959300427	0.4266786726732902	2933785.618457865	0.7451833463475465
SFMBT1	56.0	0.9058974728830286	0.6301627313856369	3008916.566821415	2.080436032739601
SFMBT2	56.0	0.6368015623396052	2.832294604592424	5314343.969671672	-3.693366440004927
SFN	56.0	-1.7167296892951303	1.5918013261174684	3.709168239000259	4.398272253247828
SFPQ	56.0	4.02012833606259	0.22141090836713967	10.604011029215254	-0.12583330279671445
SFR1	56.0	0.21486684287225957	0.8072652382841609	2075738.6611580532	1.8243146442047946
SFRP1	56.0	0.769471868373306	2.8221404038730524	10213286.95477207	-0.15606025395947687
SFSWAP	56.0	1.6209258129730633	0.32846385750001617	5484650.691322269	1.4634949808779756
SFT2D1	56.0	2.519956681157133	0.3495891782576152	3679059.8589877374	-0.22987459205706734
SFT2D2	56.0	1.578260967226412	0.4751894762620581	4222116.094517555	1.2781409139275741
SFXN1	56.0	2.711172358593158	0.32524779613309696	4773091.649021557	0.5192866216713514
SFXN2	56.0	-0.4071008625427244	0.7294713990411695	1637260.4337576497	1.1677130121881056
SFXN3	56.0	2.3611660430646753	0.5386146730636687	5536194.69800601	1.6866174211407765
SFXN4	56.0	1.352266033438089	0.7805852006924119	7239982.2993763955	3.113604125431985
SFXN5	56.0	0.8867178594047406	0.4366496118270841	8.173795733018192	0.18291490005276578
SGCB	56.0	3.589330060901128	0.5324241048864036	6.641221706819935	-1.4362424051773508
SGCE	56.0	4.040401086651867	0.5355984284074259	1.8868002614506172	-1.588351897470675
SGK1	56.0	2.063753768835829	0.9888968354250047	14.399998342269216	-0.31031591199827674
SGK2	56.0	-3.0747439957770615	1.0394940073044052	5694848.425524959	0.9212370317076153
SGK494	56.0	-0.08356965508168626	0.6270118212260267	2607087.907777833	0.7366074101359834
SGMS1	56.0	0.8876322544425941	0.4814245875325832	73.16329288117595	0.8826350960757778
SGMS2	56.0	1.6939542831899752	0.9394229171500086	2790386.8642084813	-3.186202535540959
SGPL1	56.0	2.0529211022536558	0.41609208299436495	631880.6473744569	0.46873319099506916
SGPP1	56.0	1.70112597670198	0.5795080455350773	1543069.010521953	1.9392734143751147
SGPP2	56.0	-2.1787612024620104	1.6680202678870226	1662091.6631299127	5.630822888687918
SGSH	56.0	1.8906363686448389	0.5634906483407258	25273.131907390096	0.4998415882332483
SGSM2	56.0	2.036486422102513	0.6301240035723337	4378371.713289118	2.919077026317427
SGSM3	56.0	2.623280482994317	0.31155023664919473	43797.96655712608	0.40532344278982446
SGTA	56.0	3.1195748582532636	0.31109962372581135	2596991.0320683084	1.1340453973333968
SGTB	56.0	2.1288624893652943	0.5064458255434054	7886225.141443126	-1.694814165690305
SH2B1	56.0	2.3483015741423574	0.508167416036795	813697.5557863051	-3.6557823781823364
SH2B2	56.0	-0.5892190265082846	0.7235214761091753	4.059867136305277	0.9553023427267336
SH2B3	56.0	3.688721562133331	1.4385063393264756	2669094.183177594	-1.7557925694618688
SH2D3A	56.0	-2.60589978048542	1.3415110553640628	4.617313433966357	4.082003683735721
SH2D4A	56.0	3.0816289142221835	1.0261444728508837	1.6465800874345975	-2.669383522075811
SH2D5	56.0	1.049778630920064	1.6673336455277576	1606612.00239916	-1.3406839187074748
SH3BGR	56.0	0.9447019046509129	1.1140062551112733	2865472.7057788037	0.6474319487513751
SH3BGRL	56.0	3.8968228808514485	0.494575603082954	3.1315938356994932	-1.2874052593380618
SH3BGRL2	56.0	1.34242954333899	1.7794338730572763	3940086.044547403	-1.8103478804808062
SH3BGRL3	56.0	2.1417305112698193	0.3328286661748495	2.8061110782454683	0.22607033120337103
SH3BP1	56.0	2.367360445835891	2.4557329796480722	2862520.253883889	-5.078812304017789
SH3BP2	56.0	2.3960347522449914	1.0109391702872197	7.13909893399936	-2.2156351734112634
SH3BP4	56.0	3.96923124617237	0.9652496901421828	6371430.618628774	-6.851045782735627
SH3BP5	56.0	2.9792417296417435	0.7884601314907752	13.324917356866514	-1.5903769886961951
SH3BP5L	56.0	1.933955391364675	0.42590195041937917	4319215.104883995	0.6155769075598955
SH3D19	56.0	2.2572355301752416	0.6097879003401998	3.086445298845941	-1.2168813729885337
SH3D21	56.0	-0.019561909327835525	0.8864906645152713	2254240.9884641124	0.779415901644706
SH3GL1	56.0	3.6955115334535344	0.3243351793437752	1841762.492420705	-1.0579684527841393
SH3GLB1	56.0	3.1924738314109544	0.4516259295916528	848238.8090360741	-2.5881121387579586
SH3GLB2	56.0	3.310731540642654	0.4379683277135627	220.60325377789462	-0.7856061237051573
SH3KBP1	56.0	3.3518710733348356	0.6044505229965023	4.940192175269873	-2.692417343873079
SH3PXD2A	56.0	2.1706585215920198	1.0073051730129277	4.825373729521289	-1.1000469356971745
SH3PXD2B	56.0	2.325047159071769	0.4801261727464482	2.158767719813406	-0.11311204062542521
SH3RF1	56.0	1.102118068392103	0.6756891609182311	2083201.359069049	1.8005052523827099
SH3RF2	56.0	2.09517291898147	1.9409185128018174	25.647369258493228	-4.327826986879705
SH3RF3	56.0	0.7607878025056465	1.064499712638558	1.8844878887860337	-0.23868379821941801
SH3TC1	56.0	0.8088052842978564	2.132605885267292	2992087.217752602	-4.239608955933289
SH3TC2	56.0	0.977870710680061	1.7791342652540854	3.9667568011702223	-2.5142717987255865
SH3YL1	56.0	0.9696880025097687	0.7956306027755442	8.253756289923684	-1.5379135256289216
SHANK2	56.0	-4.6675811865628365	1.7124424244863985	10.482905434416583	0.22395803378611756
SHANK3	56.0	0.7977209766440048	1.348746270403919	3.882407082755382	-4.51777361639344
SHARPIN	56.0	2.4869107594294517	0.375964851452967	2908689.2045302116	1.3908039725649943
SHB	56.0	2.469156036620114	0.6328332147128315	3.2392098598416377	-1.5371777851339203
SHC1	56.0	5.016867312026205	0.7512056458211823	10.060045216885742	-2.923198003622468
SHC2	56.0	1.032570034257912	2.4719016450674327	3636114.512803171	-2.8809397083942465
SHC3	56.0	0.3837489766439999	2.1877182095647463	4183528.235544663	-1.2173004332512827
SHC4	56.0	-1.476629284679286	1.5960035656093265	5.833143592466918	0.4595187467313422
SHCBP1	56.0	3.5441028287046508	0.36977036672289665	2.5876643508498165	-1.073897457517487
